GPA,study_hours_per_day,class_attendance_percent,sleep_hours,screen_time_hours,social_media_hours,gaming_hours,exercise_hours_per_week,exam_preparation_days,extracurricular_hours_per_week,final_exam_score,assignment_score
3.93,5.5,86,3.9,4.4,2.6,3.6,3.5,5,1.7,100,100
3.15,3.4,96,6.5,8,4.1,0.1,1.3,9,2.4,99,92
3.98,3.2,96,9.1,6.2,3,4,3,22,6.4,100,100
4,4.4,100,7,3.8,3,1.8,1.9,16,3.8,100,92
3.55,3.6,89,6.6,3.1,0,1.4,5.5,15,1.2,93,99
4,2.9,100,7,2.9,1.5,0,1.7,18,3.4,100,100
3.75,4.3,100,7.4,6.3,3.9,2.2,6,6,1.4,100,89
3.11,2.5,75,7.8,6.6,3.8,0.2,3.3,7,6.7,98,86
3.69,2.6,88,6.7,2.6,1.4,2.2,0,13,6.7,91,89
3.97,2.7,90,7.5,3.3,0.4,1.6,0,9,3.4,100,94
4,5.5,100,9,6.1,3,3.2,2.6,10,4.8,100,100
3.92,0.5,89,8.2,3.9,0,0.4,5.7,15,2.4,89,99
4,4.1,100,9.8,3.6,1.1,0,5.5,17,3.5,100,97
3.62,3.6,95,6.2,8.7,5.4,0.7,3.3,15,1.5,100,100
2.71,1,61,9,7.9,5,2,1.5,18,0.1,77,85
3.97,4,88,6.1,6,3.5,3.4,2.2,1,4.2,100,100
3.55,4.2,94,7.4,4.3,3.3,0.9,3.4,22,5.4,100,100
4,4.4,100,7.9,2.9,0,1.2,5.2,16,1.5,100,99
2.75,0.5,73,6.4,5.6,1.7,1.7,4.1,10,1.3,66,78
4,5.5,100,7.1,4.3,2.4,0.4,4.9,5,4,100,100
3.52,2.4,91,8.1,4.4,1.7,0,4.3,11,3,94,91
4,4.5,100,6.1,5.2,2.3,1.4,4.9,8,2.2,100,100
3.76,4.6,100,9,9,4.7,2.6,0,18,6,100,97
3.55,2.2,70,5.3,5,2,1.1,1.2,15,7,96,96
4,4.5,100,9.3,5.6,2.3,2.6,0.8,9,4.5,100,94
3.57,2.9,84,8.2,6.9,3.9,0,0.6,5,5.5,98,86
3.11,0.5,82,6.9,3.1,0.7,1.4,3,11,7.6,82,84
3.98,5.3,100,6.5,3.1,1.5,0,0.1,17,3.8,100,100
3.84,2.3,92,6.4,4.4,1.7,1.9,1.1,15,6.9,100,100
2.94,2.2,98,6.8,6.4,2.9,0.3,2.8,5,5.5,94,100
3.65,2.9,96,6.9,5.4,2.3,2.5,0,9,3,83,94
3.85,3.9,100,8.5,7.1,2.3,0,2,17,2.5,100,99
4,3.4,93,9.4,5.9,1.8,2.9,4.3,11,4.1,100,97
4,4.3,100,7.2,5.7,1.2,0,0.5,12,3.6,100,100
2.51,1.5,81,6,4.3,3.7,0.8,4.6,21,1.7,94,77
3.26,2.4,87,6.3,7.2,2.3,0.3,1.4,7,4.5,100,81
3.3,3.3,82,6.8,7,3.7,2.4,3.5,18,7.8,99,90
4,6.3,100,5.8,4.6,1.1,1.8,0.8,10,3.4,100,97
3.43,3.3,76,5.6,5.9,1.8,2.6,3.9,10,3.2,100,95
4,5.1,100,9.5,5.5,2.5,2,2.4,13,2.5,100,96
3.88,3.6,87,7.4,4.3,2.6,0.9,3.9,14,5.9,100,92
2.87,2.8,89,6,8.6,3.9,0.2,1.9,15,4.9,81,88
3.31,3.1,99,8,4.3,2.2,2.2,4.1,11,5.7,100,87
3.37,3.2,88,5.6,5.7,3.9,2.2,4.7,15,3.6,99,95
3.94,4.4,99,5.7,6.1,3.4,0.6,3.2,13,3.5,100,100
4,5.6,100,6,5.1,2.6,0.2,2,9,3,100,96
3.82,4,100,9,4.4,1.4,1.9,2.5,6,4.7,100,86
4,5.3,85,6.7,6.8,3.9,3.2,0.5,15,5,100,100
3.01,2.1,86,4.1,6,1.4,1.5,3.4,14,6.4,88,85
3.64,2.9,96,8.5,6.4,2.8,1.2,4.2,9,3.3,98,87
3.72,2.4,87,6.6,4.7,2.7,1.1,6.1,5,6.4,100,84
3.85,4,96,4.8,4.6,2.5,0,5.6,9,5.4,100,100
3.76,3,87,6.6,4.7,2.2,3,1,2,2.4,94,88
3.89,4.6,85,7.6,4.1,1.6,1.2,3.4,17,3.3,100,100
3.93,2.1,84,7.5,2.8,0.4,0.4,2.7,11,7.3,100,89
3.7,3.6,79,9.2,6.6,4.9,0,5.4,13,3.5,100,95
4,4.5,86,6,5.4,2.1,2.5,1.6,10,0.8,100,98
3.39,0.5,81,7.1,5.1,2.6,2.6,4.8,21,3.3,96,80
4,6.7,100,6.2,4.5,2.6,1.7,1,16,3.3,100,100
3.05,3.1,85,5.1,8,4.4,2.3,2.8,10,1.4,100,81
3.02,0.5,68,8.1,9.7,5.7,1.3,1.2,10,5.4,74,100
3.83,3.7,100,7.6,5.7,3,0,0,9,3,97,91
3.9,3.6,95,7.3,7.7,2.6,3.2,1.2,11,6.3,100,100
3.88,3.4,92,7.5,6.8,1.1,2.6,2.5,14,4.5,100,93
4,5,100,6.2,4.2,0.6,0.3,5.9,14,5.1,100,100
3.78,4.6,100,5.8,2.5,0.1,2.7,0.8,11,4.5,100,100
4,3.9,100,7,4.9,1.6,3,1.8,19,2.5,100,88
4,4.2,100,8.4,1.5,0,1.6,0.1,2,3.6,100,100
3.72,3.3,82,8.9,6.4,4.4,0.9,5.3,9,3.4,96,85
4,6.2,100,8,4.4,3.4,2.1,2.1,15,3,100,100
3.19,1.3,89,7,4.6,2.4,1.6,2.3,19,5.8,96,84
3.47,3.7,82,7.3,6,4.5,0.7,2.3,13,4.5,98,92
3.75,3.6,97,7,4.9,1.2,3.1,0,19,5.1,100,100
4,4.7,100,5.8,3.7,1.6,2.6,0.1,21,8.1,100,98
3.48,2.2,76,7,3.3,0,1.9,1.1,10,5.9,98,81
2.8,0.9,74,5.4,7.9,4,1.1,4.2,8,4,82,78
3.51,3.7,87,6.9,6,1.6,3.2,0,8,5.2,86,93
4,3.9,97,9,5.4,2.8,0.7,4.1,5,4.4,100,93
4,5.7,100,8,7.7,4.3,2.2,3.7,6,2.6,100,100
2.84,1.6,64,5.9,8.3,4.9,0.7,0,7,2.3,91,74
4,5.2,97,6.9,7.3,2.8,3.4,2.4,6,5.2,100,100
4,7.1,100,6,7.3,3.4,0.9,5.3,17,2.9,100,96
3.63,2.9,100,6.9,6,1.4,1.1,0.9,10,6,100,100
2.94,1.6,81,8.2,6.3,5.3,1.2,1.9,5,2.6,93,90
3.7,2.9,78,7.8,4.8,2.6,0.4,8.5,10,3.1,88,99
4,3.5,100,10,7.1,2.9,3.9,3.7,13,3.1,100,97
4,4.3,100,8.4,5.9,2.2,2.3,2.5,11,6.8,100,100
3.56,2.6,78,7.2,7.4,4.6,1.6,2,11,4.5,86,91
4,5.8,100,7.8,5.5,3.1,0.8,3.7,3,6.3,100,99
3.44,1.8,82,6.8,7.8,3.9,2.2,4.4,17,2.9,85,94
2.84,0.9,58,5.6,3.9,3.3,0.1,0,10,3.8,81,71
4,5.2,100,8.6,6.5,2.5,0,0,5,3.3,100,96
2.65,0.5,62,8.2,7.3,4.2,0.5,1,11,0.5,92,74
3.45,3.2,83,6.7,5.7,3.3,2.5,2.7,10,0,97,100
4,8.2,100,7.3,5,1.4,2.6,3.2,13,1.7,100,100
3.9,3.5,99,8.5,3.8,1.3,1.6,0,25,4.5,100,94
3.12,1.8,88,8,6,3,1.2,2.6,8,1,86,94
3.15,3.4,68,5.2,7.1,4.2,1.4,2.9,16,2.4,94,82
3.41,3.4,86,7.3,9.2,5.3,2.4,1.3,10,6,100,97
3.77,3.7,98,6.8,3.3,0.1,0,1.9,10,5.4,100,100
4,4.5,89,8.3,3.5,2.8,2,1.5,18,2.1,100,96
3.16,1.9,77,8.2,4.8,3.5,2.5,3.9,13,4.1,96,82
4,6,100,8.6,4.9,3.2,2.5,3,20,4.5,100,100
3.54,3.9,93,5.7,7.8,4.3,1.9,0.7,12,4.1,100,94
3.66,4.6,100,6.1,7.5,3.8,2.2,4.9,19,2,100,98
3.64,2.6,76,8.3,6.3,1.3,3.6,0.3,10,3.8,100,96
4,5.4,100,6.3,3.1,1.3,0.6,0,9,4.2,100,100
3.36,3.1,73,5.2,7.9,3.3,1.4,2.5,14,2.8,93,93
3.78,3.9,94,7.6,5,4.3,1.3,2.5,13,3.4,100,95
3.07,2.1,78,6.3,6,3,3,3.1,5,2.7,100,87
4,2,86,9.1,3.7,0.4,1.1,0.6,13,4.3,100,92
4,4.5,100,7.4,4.5,1.2,0.4,4.8,8,2.2,100,97
3.47,2.8,78,7.2,6.4,3.8,0.6,6.4,16,5,94,96
3.15,2.2,84,6.6,5.4,2.3,0,3,9,2.9,83,74
3.38,2.5,93,8.9,4.5,3,1.2,3.6,10,3.8,93,100
3.89,4.5,100,7.4,8.4,4.4,1.4,0,7,1.8,100,100
3.31,2.6,94,6.5,4.3,1,0,2.1,17,2.1,95,84
3.91,3.3,94,6,5.6,2.2,0.7,1.6,14,4.1,89,100
3.55,3.5,92,6.9,4.7,2,1,1.3,23,4.3,100,96
2.65,0.6,69,5.8,5.9,3.3,2.6,1.7,18,3.6,88,84
2.57,1.3,72,8.2,7.6,4,0.4,1.9,10,0,100,81
3.88,4,90,4.8,5.5,0.6,0,0.1,4,2.9,100,92
3.49,2.4,74,6.8,4.1,2.8,1.1,2,9,5.9,98,88
4,5.1,100,7.7,5.4,4.1,2.5,0.9,11,2.9,100,100
4,5,100,7.4,3.3,0,1.2,4.6,3,3.8,100,100
4,4.6,94,6.1,5.3,2.7,2.1,3.7,8,6.7,100,95
4,6.2,100,7.8,4.1,1,0.5,3.7,17,6.7,100,96
3.75,3.4,100,5.9,4.8,1.8,1.9,5,8,4.8,100,100
3.99,4.5,100,7,3.7,0,2.2,1.3,8,6.7,100,100
3.07,2.6,91,7.8,7.6,4.9,0.3,3.5,15,0.2,84,90
4,7.2,100,7.6,3.9,2.3,0.5,5.1,9,4.8,100,100
4,6.5,100,6.2,3.7,1.6,0,1.2,12,7,100,100
3.57,3.5,91,8.4,6.1,3.3,2.1,0,14,6,100,100
3.98,4.1,100,7.1,2.7,1.2,0.5,1.6,9,2.2,100,100
4,5.5,100,7.9,4.1,1.1,1.2,4.9,16,3.4,100,100
3.55,3.3,83,8.8,8.2,5.1,1.3,1.1,15,0.4,91,100
3.47,2.5,93,8.3,8.1,5.5,2.1,2.1,14,8.4,86,88
4,4.8,100,8.3,5.2,1.9,0.8,1.4,20,7.2,100,92
3.79,3.6,97,7.2,5.5,4.4,1.3,2.6,16,2.7,100,100
4,3.8,100,8,5.2,3.3,3.1,0.9,11,2.9,100,98
3.26,2.2,94,7.3,2.3,0.7,3.6,0,8,5.8,90,94
2.71,0.9,77,5.5,5.5,1.4,2.2,2.1,13,0.2,91,84
4,3.9,92,7.4,10.9,5.1,3.1,2.5,12,2.2,100,96
4,4.9,100,7.3,2.6,0.7,1.9,5.2,12,1.4,100,97
3.22,3.2,85,7.7,8.9,6.2,1.2,3.1,9,2.6,91,90
4,5.7,100,6.8,4.1,1.9,2.4,0.7,12,4.4,100,97
2.51,2.4,78,6.1,8.5,5.2,0.8,1.5,20,3.9,76,84
3.27,1.9,75,7.8,4.6,2.3,0.2,4.4,15,0.2,96,89
3.62,3.4,80,5.4,7.3,4,0.4,2.2,13,7.5,100,100
3.95,3.4,100,8.8,8.7,4.9,0.1,0.8,18,0.5,100,99
3.84,4.7,100,6.7,6.4,4.9,1.8,3.2,16,5.2,100,100
3.79,2.3,80,7.3,5.2,1.9,1.6,1.4,10,3.7,97,98
4,5.6,100,7.7,2.3,1.5,0,4,12,1.8,100,100
4,6.5,100,7.7,5.4,2.7,1.2,3.7,17,4.6,100,100
3.87,3.4,87,5.3,3.4,0.8,2.6,0.7,13,3.6,100,95
4,5.4,100,8,5.9,3.2,3.5,6.6,14,1.9,100,94
3.03,1.9,76,7.4,4.2,1.6,2.8,2.8,6,3.5,88,87
3.61,5.1,85,6.2,6.8,4.4,0,0,9,2.2,100,98
4,5.1,99,6.1,4.6,1.9,1.8,3.8,12,2.8,100,93
4,4.8,100,6.6,3.5,0.2,1.3,0,18,8.4,100,100
3.25,3.5,83,5.4,8.2,4.9,3.2,5.1,21,0.8,100,87
2.87,0.5,62,9.1,6.2,3.1,0,3.1,7,5.5,81,88
3.53,2.5,92,8.8,5.1,2.8,2,2.7,9,1.2,100,96
3.52,2.6,100,7.5,8.7,4.4,3.2,2.8,14,4.3,98,100
3.37,2,82,6.7,8.9,4.1,0,4,23,3.7,83,100
3.7,3.7,94,6.8,3.2,1.7,1,1.9,7,7.5,100,89
3.82,2.9,97,7.9,5.3,2.1,0.1,2.8,2,4.3,100,92
3.26,2.3,93,9.1,3.5,1.1,2.4,3.1,13,4.7,100,95
3.26,1.9,85,6.3,4.7,0.6,1.9,0,5,4.1,100,95
3.52,2.4,80,5.7,6.7,3.7,2.6,4,15,3.1,100,90
4,5.2,100,8.9,6.5,3.4,0.5,4.4,16,4.8,100,100
2.48,2.5,76,4.9,7.5,3.9,1.2,3.7,11,5.4,95,73
2.9,2.7,68,5.8,7.3,4.7,1.2,3.6,10,5.3,96,77
3.64,2.8,100,6.7,9,4,1.9,6,8,5.8,100,96
3.82,4,94,5.1,7.7,4.1,1.9,2.7,12,3.8,89,100
4,4.2,100,8.3,4.1,0,0,2.8,5,2.5,100,95
3.42,0.5,78,8,5,2.3,1.7,1.5,10,4.2,89,96
3.84,5,90,6.3,7.1,4.2,0,0,8,4.9,100,97
4,5.7,100,8.5,5,1,2.2,3.7,13,2.7,100,100
3.58,1.9,91,8.7,6.8,2.9,0,1.7,14,6.4,97,92
3.23,2,89,6.9,5.1,3.6,2.3,0,19,2.2,95,93
2.98,2.8,90,6.5,6.7,3.5,0.5,2.7,7,5.4,85,86
3.52,2.4,88,9.7,7,3.4,2.2,2.6,10,7.4,96,94
3.85,3.8,100,7.9,6.5,3.7,2.7,2.4,17,2.6,100,100
2.87,0.6,68,7.3,6.6,3.1,0.2,3.1,14,2.7,81,68
3.74,1.8,91,8.6,3.5,0.6,3.1,0,9,0.8,88,100
4,5.8,100,7.4,3.9,3.6,0.1,4.8,5,0.4,100,98
3.02,2.1,83,6.4,4.6,3.2,1.7,3.7,21,5.3,92,81
4,5.4,100,7.1,4.8,0.6,0.4,5.3,4,6.7,100,100
3.96,4,100,8.2,7.6,4.9,0,1.7,6,3.5,100,100
2.63,0.8,75,4.6,6.8,3.6,1.8,3.7,13,3.7,80,87
4,4.5,100,6.7,3.7,0.7,2.7,0,17,3.9,100,100
3.7,3.3,97,8.7,3.6,1.6,1,1.2,8,5.7,100,98
3.83,2.8,81,6.4,4.4,2,2.5,0.1,15,5.8,99,91
4,3.9,86,8.9,5.4,2,0.1,3.3,7,1.7,100,100
3.77,4.2,92,8.7,6.7,3.2,2.2,0.6,16,9.4,100,100
3.94,4.6,100,6.9,6.9,1.3,0,2,16,3,100,95
3.71,5.3,84,6.3,6.9,4.5,3.1,2.8,8,4.8,100,100
3.3,4.1,95,6.7,9.4,4.4,0.8,2,16,1.8,100,96
3.84,1.4,86,10,5.7,3.7,0,0.2,7,5,100,89
3.47,2.8,80,9.2,6.5,2.9,0.8,6.1,1,2.9,95,81
4,7.9,100,7.2,7.4,4.2,3.9,3.1,11,4.1,100,100
4,4.6,97,6.3,5.2,2.4,2.1,6.1,14,5.6,100,96
4,7.1,100,7.1,4.7,1.7,1.2,0.8,16,4.5,100,100
3.85,5.6,91,7.3,6.9,4.6,4.9,2.1,17,0,100,100
3.81,3.9,91,5.5,7.4,3.3,2.4,3,7,2.4,100,100
3.77,4,99,7.1,3.8,1.8,1.9,5.9,12,5.8,100,95
3.9,3.4,96,8.6,5.6,2.2,2.9,6.1,10,4.3,100,96
2.28,0.9,81,4.8,5.6,1.7,3.1,2,12,7,75,86
3.46,3.5,89,8,10.5,5.8,0.7,1.4,24,5.5,100,95
4,5.3,100,8.6,7,2.8,0.1,2.8,11,2.7,100,100
2.69,2.6,82,6.3,6.7,3,0.2,5.2,7,2.5,91,85
3.8,4.1,100,9,6.1,3.9,1.6,3.1,11,0.6,100,96
4,4.8,95,6.2,3.1,1,1.4,3.5,16,5,100,100
3.26,2.1,82,7.5,6,4.4,0.7,5.2,14,5.7,100,94
3.47,2.8,91,6.6,3.4,1.9,0.3,4.9,17,6.3,100,100
3,2,84,6.6,8.5,5.5,3.1,5,21,5.7,89,80
3.86,2.3,85,6.3,4.4,2.3,0.7,4.2,21,4.2,100,100
2.75,1.6,70,7.8,8.8,4.4,0,5.7,8,4.5,89,83
3.87,2.1,92,8,2.3,0,1,0.6,16,2.9,100,100
4,5.6,100,6.9,4.1,1,0.3,7.5,3,4.2,100,100
3.01,2.1,82,5.4,5.1,2.4,0.5,5.1,17,3.9,97,89
4,3.7,100,7.5,1.3,0,1.5,2.7,4,4.5,100,95
3.75,2.7,76,7.5,8,3.7,2.2,5.2,4,4.5,100,92
4,5.3,100,6.7,7.1,3.3,5.4,2.3,11,5.5,100,100
4,5.5,100,9.2,5.3,1.3,3.8,3.9,17,3.6,100,98
3.85,4.8,100,5.1,6.5,2.8,0,4.2,7,3.1,100,100
3.48,4,96,4.3,6.1,4,1.2,4.7,9,5.1,90,96
3.5,3.2,95,6.1,2.1,0,2.1,2.1,8,5.4,99,94
3.73,1.7,83,7.9,4.4,0.9,2,4.8,13,5,100,98
4,6.4,100,5.7,7.2,2.3,0.7,2.1,17,1.4,100,100
3.24,2.4,74,5.8,6.3,2.8,2.6,4.5,12,5.6,88,95
3.94,4.5,98,8.1,6.9,2.7,0.3,3,9,3.1,100,100
4,5.1,100,7.6,6.5,4.1,0.7,0,20,8.6,100,97
3.81,2.7,90,7.5,7.8,3.5,1.1,1.5,17,3.4,100,96
4,5.1,99,7.9,6.3,3.8,0.7,4.7,8,6.2,100,100
4,4.6,98,6.5,4,0.7,3.4,2.4,8,4.5,100,92
4,6.1,100,6.5,5.6,3,2.1,5.4,10,3.8,100,100
3.85,2.8,85,8,6.4,2.3,2.2,0.6,17,3,94,93
2.75,1.6,73,5.4,9.1,5,0.8,4.4,1,7.3,100,74
3.51,2.7,91,4.4,4.3,3.1,4.9,2.9,19,3.9,100,87
3.64,3.8,100,6.5,6.4,1.8,0,2.5,10,3.9,100,97
3.91,3.6,86,8.1,10,4.1,2.6,0.6,6,2.3,100,100
3.57,2.9,90,7.3,6.2,3.6,4,3.4,13,6,100,100
2.73,0.6,79,8,4.4,1.6,2,1,13,0.3,83,98
4,4.2,96,4.6,6.8,2.3,1.8,1.7,16,2.5,100,89
4,6.5,100,7.4,5.4,2.3,1.1,2.7,18,7.2,100,100
3.78,4.2,90,7.8,7.6,4.6,2.3,2.3,14,4.9,100,81
3.65,4.4,98,5.4,8.4,3.1,1.5,5.1,15,4.7,100,99
3.48,4.4,96,8,5.3,3.9,3.7,0,12,3.8,100,100
3.9,4.1,99,6.9,4.2,2.1,0.8,2.6,15,0,100,100
4,4.9,100,10,6.8,3.3,0.6,2.3,9,4.4,100,92
3.68,4.1,84,4.4,5.9,4.8,0.3,3,10,5.2,100,79
3.42,3,83,8.6,4.9,2.3,3.6,1.9,4,3.8,100,81
3.32,2.3,85,6.5,5.5,3,2.2,5,20,1.2,100,81
3.6,3.1,88,5.1,5,0.8,3.3,2.5,9,2.6,100,89
3.57,4,100,6.4,5.5,1.7,1.1,3.3,17,8.4,100,100
3.79,3,88,7.3,3.3,2.3,0,4.8,18,6.8,90,93
3.87,4,100,8.2,3.4,1.2,2.9,3.1,4,1.1,100,98
3.72,4.2,100,9.1,7,4.8,2.7,0.5,13,0,98,100
4,4.7,100,8.7,4.2,1.5,0.6,2.1,15,7.5,100,100
4,5.4,100,5.8,5.7,4,0.2,2.8,9,3.3,96,100
3.91,3.6,91,8.4,6.6,3.1,0.6,0,5,3.5,100,96
2.81,1.5,79,7.5,5,2.8,1.2,1.6,19,5.9,92,78
3.33,3,87,6.2,8.7,5,1.7,2.9,15,3.7,91,91
4,3.6,100,6.7,3,0,2.1,7,12,4.5,100,100
3.11,0.7,78,6.1,4.3,2.5,1,3.7,7,2.7,73,91
4,5.6,100,7,5.9,1.2,4.2,3.3,7,2.6,100,100
4,3.7,100,6.1,4.7,0,4.2,6.4,13,6.1,95,95
4,4.1,100,5.8,4.3,1,1.9,4.2,10,1.8,100,92
4,5.5,100,7.6,5.5,2.8,1.9,4.5,13,2,100,100
3.4,2.6,85,7.8,3.4,1.7,0.7,2.2,14,1.9,88,86
3.89,4.4,100,6.8,8.4,4.1,3,0.5,10,4.8,100,100
3.84,3.3,92,8.6,6.5,2.5,1.8,3.5,20,3.6,86,99
3.43,3.2,97,6.7,4.3,2.3,0,6.6,8,6.3,91,100
3.38,2.3,75,6.6,4.5,2.3,0.7,6,7,6,78,91
4,6,100,7.8,6.2,2.7,1.6,4.3,14,4.3,100,100
3.87,2.9,84,6.8,3.8,2.2,2.9,1.6,14,7.9,100,92
3.61,4.5,100,7.1,3.7,1.5,0,0,7,5.6,95,100
1.97,0.7,60,4,6.1,4.3,2,1.4,10,1.2,74,70
4,5.3,100,7,3.7,1.9,1.5,3.4,4,2.8,100,94
3.68,5.1,100,4.8,4.3,2.2,0.8,2.1,9,4.7,100,89
3.12,3.6,98,5.5,7.5,3.4,0.9,5,16,2.3,82,85
3.49,3.2,90,5.4,4.2,3.3,2.8,0,6,3.6,91,87
3.52,4.1,99,5.7,5,1.5,1.5,2.7,7,6.9,100,99
4,6.9,100,6.3,7.2,3.9,0,1.5,8,4.3,100,100
2.62,0.9,66,6.4,7.8,3.6,1.4,5,18,2.3,66,74
4,4.7,95,7.8,6.4,3.1,2.2,4.1,17,5.1,100,84
3.41,2.1,87,7.3,4.7,2.2,0.6,1.3,2,3.8,96,86
3.55,3.5,78,4.7,4.2,2.2,0,4.7,3,1,100,91
3.56,3.1,91,7.1,6.7,2.5,3,0,12,6.4,100,97
3.73,2.9,94,7.4,4.6,1,0.9,0,4,3.8,96,88
3.57,3.5,81,6.6,5.1,2.7,1.8,1.2,18,3.1,83,95
2.71,1.8,78,6.9,8.2,4.1,0,0,1,6.4,88,84
3.68,5,100,7.2,6.6,4.1,3,2.8,8,4.7,99,96
2.98,0.8,94,7.9,5.2,2.2,0,2.8,13,5.6,88,91
3.38,4.3,92,5.1,6.7,4.4,3.2,2.2,19,0.9,100,99
3.19,3,90,6.7,9.3,5.7,0.7,4.1,12,3.7,94,92
3.4,1.7,88,8.8,4.1,2.3,2,1.6,14,1,100,88
3.92,3.8,98,8.7,6.4,3.8,2.6,0.4,13,4.8,100,91
3.42,1.2,91,8,2.2,0,0,1.4,17,2.2,87,100
3.89,3.6,87,7.6,4.2,0.9,2.3,0.6,14,7,96,98
3.23,1.4,81,9,6.4,2.9,2.4,1.8,16,2.7,88,92
4,4.2,100,9.3,3,1.3,0,4.2,16,4.9,100,100
2.92,2.1,69,6.8,9.4,5.9,0.9,0,17,4.3,86,87
3.55,2.8,83,5.8,4.9,3.7,0,2.3,1,2.8,98,94
3.52,3.9,93,6.7,9.8,4.2,0,4.9,4,3.8,100,100
3.5,2.3,89,10,5.2,2.8,1.2,5.1,15,6.6,89,81
3.96,3.4,84,5.1,5.6,1.3,1.1,1.6,22,5.9,100,100
2.95,1.2,71,6.4,5.2,2,0.6,7.4,14,1.7,81,73
3.71,4.4,92,5.3,6.5,3.2,0.4,0.9,11,5,100,100
4,6.1,100,7.1,3.4,1.8,0,2.5,17,3.7,100,98
4,7.7,100,5.6,7.8,3.8,1.5,0.7,19,3.4,100,97
3.03,3.6,93,6.9,7,3.9,2.3,3.9,15,4,100,89
3.74,4.7,95,4.7,6.4,2.8,2,8.6,12,3.3,100,100
3.22,0.8,74,7.7,3,0.1,0,6.7,12,0,81,85
4,5.8,100,8.5,8.6,5.4,2.5,4.7,13,4.7,100,97
3.81,4.7,94,6.5,4.4,2.5,2.8,1.8,19,3.7,100,100
2.75,2.8,55,6.8,9.7,6.9,4.6,2.7,14,2.4,76,68
3.84,5.4,100,6.8,6.3,3.8,0.5,5.2,14,7.4,100,98
3.67,3.1,89,7.2,4.7,2.5,2.3,4.5,17,2.9,93,95
3.58,2.8,96,7,6.7,3.5,3.6,3.2,12,3.7,100,94
4,4.2,100,7.9,3.4,0,2.3,3.3,13,3.2,100,98
2.77,1.9,86,8.5,7.6,4.3,5.5,5.1,22,2.4,93,75
3.3,5,86,6,9.6,6.7,1.2,5.6,9,4.2,100,95
3.55,1.9,95,6.6,3.5,0,0.9,0,9,4.1,96,95
3.53,1.9,86,8.1,5.7,2.4,0,3.5,8,4.6,96,81
3.05,2.1,77,5.3,5.7,2.6,1.4,4.2,14,3.6,73,72
3.93,4.6,87,4.6,7.3,4.1,1.6,1.9,14,4.6,100,95
3.16,2.6,76,7.3,10.4,6,1.9,5.6,2,6.9,83,80
3.33,1.5,77,7.6,5,3.4,2.2,2.4,17,4,100,79
3,2.6,70,6.1,8.6,6,1.3,5.6,7,8.3,90,85
3.69,3.5,91,6.3,6.5,3.1,1.9,2.3,14,6.4,98,97
2.96,1.7,76,6.1,4.6,3.5,1.2,3.5,13,5.8,94,81
3.17,1.8,83,6,8,3.3,2.3,3.5,1,3.8,91,87
4,6.7,100,7.8,7.9,4.6,0,6.3,1,2.8,100,98
3.22,2.2,68,5.6,6.3,2.2,0.6,4.5,6,3,92,85
3.1,3,84,6.7,8.3,4,1.9,2.1,18,2,100,94
3.54,2.9,81,5.9,4.5,1,2.4,2.5,3,4.1,95,89
3.07,2.9,81,5.3,2.7,2.4,1.3,2.4,18,4.8,95,86
3.94,4.4,96,8,5,1.8,1,3,3,0.6,100,97
3.55,4.9,100,6.4,6.2,2.9,1.2,1.1,1,2.4,100,94
4,3,88,7.2,4,2.3,0.4,2.8,13,4.3,100,94
2.88,1.6,78,5.2,5.4,4.5,1.2,5.7,12,5.8,76,87
4,5.4,100,6.1,5.1,1.5,2.9,5.6,3,3.8,100,83
3.91,3.4,97,7.9,1.7,0.2,1.4,0,6,3.8,99,100
4,6.1,100,10,6.3,0.8,1.1,0,14,3.3,100,100
2.46,0.5,59,4.6,7.6,4.3,1.3,1.8,10,4.4,79,65
4,3.8,92,6.8,5.9,1.3,3.9,0,15,3.2,100,100
4,6.4,100,7.5,6.4,3.4,2.6,0.5,10,3.7,100,100
3.36,3,88,6.3,6.3,2.4,2.6,3.7,17,6.7,100,94
3.47,3.2,100,8,7.1,4,2.2,2.9,6,3.6,100,100
3.4,3.9,93,6,6.7,2.5,2.2,0,15,5.1,97,90
2.99,2.7,77,7.2,7.5,6.9,2.6,5.3,6,3.2,80,97
4,3,83,6.4,9.7,5.6,3.8,2.2,14,4.2,100,100
3.97,3,98,8.5,6.1,2.3,1.8,2,15,2.3,100,100
3.34,2.6,87,6.2,4.9,2.1,1.8,5,7,3.1,93,95
4,5.3,100,6.6,10,7.5,3.3,3.8,14,4,100,95
4,4.2,100,8.1,3.8,1.2,1.7,2.9,15,6.6,100,93
4,3.9,100,5.8,6,2.7,2.8,2,14,5.8,97,94
4,4.7,100,7.1,7.3,2.8,1,4.1,8,3,100,100
3.45,3.1,70,4.8,5.2,2.8,0,2.1,10,5.8,96,88
3.72,2.3,98,5.7,1.2,0.2,0,2.5,21,3.6,95,100
3.27,2.6,96,7.5,9.5,3.5,3.7,0.6,8,1.2,100,81
3.9,3.5,100,5.8,5.1,1.3,5.2,5.3,13,5.3,100,100
3.27,1.9,82,6.3,7.5,5,1.6,6.1,11,7.3,85,88
3.9,2.7,85,7.6,5,0.6,0.8,3.4,14,5,92,93
3.22,2.7,78,6.3,7,2.9,2,2,19,1.2,92,90
4,6.7,100,8,3.6,0,0.6,4.9,9,3.5,100,100
3.49,0.5,79,7.3,2.4,0,4.1,4.2,14,4.3,89,87
